Column1,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|68400|e_gw1.1.1431.1,Coatomer subunit gamma-2,910,20,0,71.62,6,P:GO:0006886; P:GO:0016192; F:GO:0005198; C:GO:0005794; C:GO:0031410; C:GO:0032991,P:intracellular protein transport; P:vesicle-mediated transport; F:structural molecule activity; C:Golgi apparatus; C:cytoplasmic vesicle; C:protein-containing complex,,,IPR002553 (PFAM); IPR037067 (G3DSA:2.60.40.GENE3D); IPR011989 (G3DSA:1.25.10.GENE3D); IPR011989 (G3DSA:1.25.10.GENE3D); IPR013040 (PFAM); IPR012295 (G3DSA:3.30.310.GENE3D); IPR017106 (PIRSF); IPR032154 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR017106 (PANTHER); IPR009028 (SUPERFAMILY); IPR013041 (SUPERFAMILY); IPR016024 (SUPERFAMILY),P:GO:0006886; P:GO:0016192; F:GO:0005198; C:GO:0030117; C:GO:0030126,P:intracellular protein transport; P:vesicle-mediated transport; F:structural molecule activity; C:membrane coat; C:COPI vesicle coat
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|136262|estExt_fgenesh1_kg.C_1_t10246,Heat shock protein 90-2,713,20,0,85.82,7,P:GO:0006325; P:GO:0006457; P:GO:0023052; F:GO:0016787; F:GO:0140657; C:GO:0005622; C:GO:0043226,P:chromatin organization; P:protein folding; P:signaling; F:hydrolase activity; F:ATP-dependent activity; C:intracellular anatomical structure; C:organelle,EC:3.6.1,Acting on acid anhydrides,IPR020575 (PRINTS); G3DSA:3.40.50.11260 (GENE3D); G3DSA:3.30.230.80 (GENE3D); IPR037196 (G3DSA:1.20.120.GENE3D); IPR036890 (G3DSA:3.30.565.GENE3D); IPR001404 (PFAM); IPR003594 (PFAM); IPR001404 (PIRSF); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR11528:SF115 (PANTHER); IPR001404 (PANTHER); IPR001404 (HAMAP); cd16927 (CDD); IPR036890 (SUPERFAMILY); IPR020568 (SUPERFAMILY); IPR037196 (SUPERFAMILY),P:GO:0006457; F:GO:0005524; F:GO:0016887; F:GO:0051082,P:protein folding; F:ATP binding; F:ATP hydrolysis activity; F:unfolded protein binding
TRUE,"[INTERPRO, BLASTED]",jgi|Aurli1|28829|fgenesh1_pg.1___486,Hypothetical Protein FCC1311_001742,282,1,1.7241E-101,67.33,,,,,,G3DSA:1.10.287.700 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); SSF58113 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|143491|estExt_Genemark1.C_1_t20010,anion channelrhodopsin 1,678,20,0,53.44,2,P:GO:0055085; F:GO:0005215,P:transmembrane transport; F:transporter activity,EC:7,Translocases,G3DSA:1.20.1070.10 (GENE3D); IPR001425 (PFAM); IPR002893 (PFAM); G3DSA:6.10.140.2220 (GENE3D); mobidb-lite (MOBIDB_LITE); IPR001425 (PANTHER); IPR002893 (PROSITE_PROFILES); SSF81321 (SUPERFAMILY); SSF144232 (SUPERFAMILY),C:GO:0016020,C:membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",jgi|Aurli1|136299|estExt_fgenesh1_kg.C_1_t10291,cyclodeaminase/cyclohydrolase family protein,192,20,5.41324E-88,58.7,2,F:GO:0003824; C:GO:0016020,F:catalytic activity; C:membrane,,,IPR036178 (G3DSA:1.20.120.GENE3D); IPR007044 (PFAM); PTHR12234 (PANTHER); PTHR12234:SF4 (PANTHER); IPR036178 (SUPERFAMILY),P:GO:0044237; F:GO:0003824,P:cellular metabolic process; F:catalytic activity
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|136308|estExt_fgenesh1_kg.C_1_t10300,"Solute carrier family 2, facilitated glucose transporter member 2",579,20,0,55.3,2,P:GO:0055085; F:GO:0005215,P:transmembrane transport; F:transporter activity,EC:7,Translocases,IPR003663 (PRINTS); IPR036259 (G3DSA:1.20.1250.GENE3D); IPR005828 (PFAM); IPR003663 (TIGRFAM); mobidb-lite (MOBIDB_LITE); PTHR48022 (PANTHER); IPR020846 (PROSITE_PROFILES); IPR036259 (SUPERFAMILY),P:GO:0055085; F:GO:0022857; C:GO:0016020; C:GO:0016021,P:transmembrane transport; F:transmembrane transporter activity; C:membrane; C:integral component of membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|58407|gw1.1.971.1,lipoyl synthase,312,20,0,77.94,6,P:GO:0006629; P:GO:0006790; P:GO:0036211; P:GO:0051604; F:GO:0016740; C:GO:0005739,P:lipid metabolic process; P:sulfur compound metabolic process; P:protein modification process; P:protein maturation; F:transferase activity; C:mitochondrion,EC:2.8.1.8,Lipoyl synthase,IPR031691 (PFAM); IPR003698 (TIGRFAM); IPR003698 (PIRSF); IPR013785 (G3DSA:3.20.20.GENE3D); IPR007197 (PFAM); IPR007197 (SFLD); IPR003698 (SFLD); IPR003698 (PANTHER); IPR007197 (PROSITE_PROFILES); IPR003698 (HAMAP); cd01335 (CDD); SSF102114 (SUPERFAMILY),P:GO:0009107; F:GO:0003824; F:GO:0016992; F:GO:0051536; F:GO:0051539,"P:lipoate biosynthetic process; F:catalytic activity; F:lipoate synthase activity; F:iron-sulfur cluster binding; F:4 iron, 4 sulfur cluster binding"
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|41896|fgenesh1_kg.1___316___isotig07973,Oxidoreductase NAD-binding domain,327,20,2.2134E-163,70.99,1,F:GO:0016491,F:oxidoreductase activity,EC:1.6.2.2,Cytochrome-b5 reductase,IPR001709 (PRINTS); PR00406 (PRINTS); IPR008333 (PFAM); IPR039261 (G3DSA:3.40.50.GENE3D); G3DSA:2.40.30.10 (GENE3D); IPR001433 (PFAM); IPR001834 (PANTHER); IPR017927 (PROSITE_PROFILES); cd06183 (CDD); IPR039261 (SUPERFAMILY); IPR017938 (SUPERFAMILY),F:GO:0016491,F:oxidoreductase activity
TRUE,"[INTERPRO, BLASTED]",jgi|Aurli1|41903|fgenesh1_kg.1___323___isotig04108,Hypothetical Protein FCC1311_035592,631,1,0,72.51,,,,,,IPR011989 (G3DSA:1.25.10.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR13347 (PANTHER); IPR016024 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|136361|estExt_fgenesh1_kg.C_1_t10355,peptidylprolyl isomerase,118,20,1.32575E-56,78.74,3,P:GO:0036211; F:GO:0016853; F:GO:0140096,"P:protein modification process; F:isomerase activity; F:catalytic activity, acting on a protein",EC:5.2.1.8,Peptidylprolyl isomerase,PF13616 (PFAM); G3DSA:3.10.50.40 (GENE3D); PTHR43629 (PANTHER); IPR000297 (PROSITE_PROFILES); SSF54534 (SUPERFAMILY),F:GO:0003755,F:peptidyl-prolyl cis-trans isomerase activity
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|41946|fgenesh1_kg.1___366___isotig03257,3-hydroxyacyl-CoA dehydrogenase,712,20,0,64.87,3,P:GO:0006629; F:GO:0016491; F:GO:0016829,P:lipid metabolic process; F:oxidoreductase activity; F:lyase activity,EC:1.1.1; EC:4.2.1.17,Acting on the CH-OH group of donors; Enoyl-CoA hydratase,IPR006176 (PFAM); G3DSA:1.10.1040.50 (GENE3D); G3DSA:3.40.50.720 (GENE3D); G3DSA:3.90.226.10 (GENE3D); IPR006108 (PFAM); IPR001753 (PFAM); PTHR23309 (PANTHER); PTHR23309:SF9 (PANTHER); cd06558 (CDD); IPR008927 (SUPERFAMILY); IPR008927 (SUPERFAMILY); IPR029045 (SUPERFAMILY); IPR036291 (SUPERFAMILY),P:GO:0006631; F:GO:0003824; F:GO:0016491; F:GO:0016616; F:GO:0070403,"P:fatty acid metabolic process; F:catalytic activity; F:oxidoreductase activity; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:NAD+ binding"
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|41947|fgenesh1_kg.1___367___isotig09731,Fcf1-domain-containing protein,197,20,2.5724E-122,82.05,5,P:GO:0042254; F:GO:0016787; F:GO:0140098; C:GO:0005730; C:GO:0032991,"P:ribosome biogenesis; F:hydrolase activity; F:catalytic activity, acting on RNA; C:nucleolus; C:protein-containing complex",EC:3.1,Acting on ester bonds,IPR006984 (PFAM); G3DSA:3.40.50.1010 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR12416 (PANTHER); PTHR12416:SF2 (PANTHER); IPR037503 (CDD); IPR029060 (SUPERFAMILY),C:GO:0032040,C:small-subunit processome
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|68727|e_gw1.1.108.1,E2 SUMO-conjugating protein ubc9,159,20,1.456E-103,77.37,3,P:GO:0036211; F:GO:0016740; F:GO:0140096,"P:protein modification process; F:transferase activity; F:catalytic activity, acting on a protein",EC:2,Transferases,IPR000608 (PFAM); IPR016135 (G3DSA:3.10.110.GENE3D); PTHR24067 (PANTHER); IPR027230 (PTHR24067:PANTHER); IPR000608 (PROSITE_PROFILES); IPR000608 (CDD); IPR016135 (SUPERFAMILY),F:GO:0019789,F:SUMO transferase activity
TRUE,"[INTERPRO, BLASTED, MAPPED]",jgi|Aurli1|136427|estExt_fgenesh1_kg.C_1_t10423,ER membrane protein complex subunit 8,208,20,4.45502E-72,54.78,1,C:GO:0072546,C:EMC complex,,,G3DSA:3.40.140.10 (GENE3D); IPR005366 (PFAM); IPR005366 (PANTHER); PTHR12941:SF10 (PANTHER),C:GO:0072546,C:EMC complex
TRUE,"[INTERPRO, BLASTED]",jgi|Aurli1|69685|e_gw1.1.1050.1,"endoribonuclease L-PSP, putative",156,20,1.1774E-102,84.28,,,,,,IPR013813 (PFAM); IPR035959 (G3DSA:3.30.1330.GENE3D); PTHR43760 (PANTHER); IPR013813 (CDD); IPR035959 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",jgi|Aurli1|69326|e_gw1.1.1570.1,protein kinase,163,20,4.0706E-78,62.21,2,P:GO:0016310; F:GO:0016301,P:phosphorylation; F:kinase activity,,,IPR032269 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",jgi|Aurli1|136440|estExt_fgenesh1_kg.C_1_t10436,ESF1 homolog,745,20,0,51.13,3,P:GO:0006364; C:GO:0005634; C:GO:0005730,P:rRNA processing; C:nucleus; C:nucleolus,,,IPR012580 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR039754 (PANTHER),P:GO:0006364; C:GO:0005634,P:rRNA processing; C:nucleus
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|136475|estExt_fgenesh1_kg.C_1_t10473,cAMP-dependent protein kinase regulatory subunit,169,20,3.7256E-108,69.39,3,P:GO:0036211; F:GO:0098772; C:GO:0032991,P:protein modification process; F:molecular function regulator; C:protein-containing complex,,,PR00103 (PRINTS); IPR014710 (G3DSA:2.60.120.GENE3D); IPR014710 (G3DSA:2.60.120.GENE3D); IPR000595 (PFAM); PTHR11635 (PANTHER); IPR000595 (PROSITE_PROFILES); IPR000595 (PROSITE_PROFILES); IPR000595 (CDD); IPR018490 (SUPERFAMILY); IPR018490 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|136488|estExt_fgenesh1_kg.C_1_t10487,ribosomal protein L11,142,20,9.31821E-80,78.17,3,F:GO:0003723; F:GO:0005198; C:GO:0005840,F:RNA binding; F:structural molecule activity; C:ribosome,,,IPR020783 (PFAM); IPR006519 (TIGRFAM); IPR020784 (PFAM); IPR036769 (G3DSA:1.10.10.GENE3D); IPR036796 (G3DSA:3.30.1550.GENE3D); PTHR11661:SF1 (PANTHER); IPR000911 (PANTHER); IPR000911 (HAMAP); IPR000911 (CDD); IPR036769 (SUPERFAMILY); IPR036796 (SUPERFAMILY),P:GO:0006412; F:GO:0003735; C:GO:0005840,P:translation; F:structural constituent of ribosome; C:ribosome
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|69658|e_gw1.1.424.1,pyridoxal biosynthesis lyase pdxS,296,20,0,88.45,2,P:GO:0006766; F:GO:0016829,P:vitamin metabolic process; F:lyase activity,EC:4,Lyases,IPR033755 (PFAM); IPR001852 (PIRSF); IPR001852 (TIGRFAM); IPR013785 (G3DSA:3.20.20.GENE3D); IPR001852 (PANTHER); PTHR31829:SF0 (PANTHER); IPR001852 (PROSITE_PROFILES); IPR001852 (HAMAP); IPR001852 (CDD); IPR011060 (SUPERFAMILY),P:GO:0042819; P:GO:0042823; F:GO:0003824,P:vitamin B6 biosynthetic process; P:pyridoxal phosphate biosynthetic process; F:catalytic activity
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|136502|estExt_fgenesh1_kg.C_1_t20001,V-type proton ATPase catalytic subunit A,618,20,0,82.63,8,P:GO:0055085; P:GO:0055086; P:GO:1901135; F:GO:0005215; F:GO:0016874; F:GO:0140657; C:GO:0005773; C:GO:0032991,P:transmembrane transport; P:nucleobase-containing small molecule metabolic process; P:carbohydrate derivative metabolic process; F:transporter activity; F:ligase activity; F:ATP-dependent activity; C:vacuole; C:protein-containing complex,EC:7.1.3.1; EC:7.1.2.2; EC:6,H(+)-exporting diphosphatase; H(+)-transporting two-sector ATPase; Ligases,G3DSA:2.40.50.100 (GENE3D); IPR023366 (G3DSA:2.40.30.GENE3D); IPR031686 (PFAM); IPR005725 (TIGRFAM); IPR000194 (PFAM); IPR024034 (G3DSA:1.10.1140.GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); IPR004100 (PFAM); IPR022878 (PANTHER); PTHR43607:SF1 (PANTHER); IPR022878 (HAMAP); cd01134 (CDD); cd18111 (CDD); cd18119 (CDD); IPR036121 (SUPERFAMILY); SSF47917 (SUPERFAMILY); IPR027417 (SUPERFAMILY),P:GO:0046034; P:GO:1902600; F:GO:0005524; F:GO:0046961; C:GO:0033180,"P:ATP metabolic process; P:proton transmembrane transport; F:ATP binding; F:proton-transporting ATPase activity, rotational mechanism; C:proton-transporting V-type ATPase, V1 domain"
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|42084|fgenesh1_kg.1___504___isotig00446,60S ribosomal protein L8,255,20,5.0392E-180,84.82,5,F:GO:0003723; F:GO:0005198; C:GO:0005840; C:GO:0009536; C:GO:0032991,F:RNA binding; F:structural molecule activity; C:ribosome; C:plastid; C:protein-containing complex,,,IPR022669 (PFAM); G3DSA:2.40.50.140 (GENE3D); IPR002171 (PIRSF); IPR014722 (G3DSA:2.30.30.GENE3D); IPR022666 (PFAM); IPR014726 (G3DSA:4.10.950.GENE3D); PTHR13691:SF16 (PANTHER); IPR002171 (PANTHER); IPR008991 (SUPERFAMILY); IPR012340 (SUPERFAMILY),P:GO:0006412; F:GO:0003735; C:GO:0005840,P:translation; F:structural constituent of ribosome; C:ribosome
TRUE,"[INTERPRO, BLASTED, MAPPED]",jgi|Aurli1|143762|estExt_Genemark1.C_1_t20441,predicted protein,247,20,1.3407E-108,53.84,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|42092|fgenesh1_kg.1___512___isotig00653,type I glyceraldehyde-3-phosphate dehydrogenase,335,20,0,82.46,2,P:GO:0005975; F:GO:0016491,P:carbohydrate metabolic process; F:oxidoreductase activity,EC:1.2.1,Acting on the aldehyde or oxo group of donors,IPR020831 (PRINTS); G3DSA:3.30.360.10 (GENE3D); IPR006424 (TIGRFAM); IPR020828 (PFAM); IPR020831 (PIRSF); IPR020829 (PFAM); G3DSA:3.40.50.720 (GENE3D); PTHR10836:SF76 (PANTHER); IPR020831 (PANTHER); IPR036291 (SUPERFAMILY); SSF55347 (SUPERFAMILY),P:GO:0006006; F:GO:0016620; F:GO:0050661; F:GO:0051287,"P:glucose metabolic process; F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; F:NADP binding; F:NAD binding"
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|68849|e_gw1.1.872.1,predicted protein,304,20,0,81.77,4,P:GO:0055085; F:GO:0005215; C:GO:0005739; C:GO:0005929,P:transmembrane transport; F:transporter activity; C:mitochondrion; C:cilium,EC:7,Translocases,IPR002067 (PRINTS); IPR002113 (PRINTS); IPR018108 (PFAM); IPR023395 (G3DSA:1.50.40.GENE3D); IPR002113 (PANTHER); IPR018108 (PROSITE_PROFILES); IPR018108 (PROSITE_PROFILES); IPR018108 (PROSITE_PROFILES); IPR023395 (SUPERFAMILY),P:GO:0055085; P:GO:0140021; P:GO:1990544; F:GO:0005471; C:GO:0005743,P:transmembrane transport; P:mitochondrial ADP transmembrane transport; P:mitochondrial ATP transmembrane transport; F:ATP:ADP antiporter activity; C:mitochondrial inner membrane
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|42124|fgenesh1_kg.1___544___isotig02116,response regulator,1146,20,0,47.36,4,P:GO:0023052; P:GO:0036211; F:GO:0016740; F:GO:0140096,"P:signaling; P:protein modification process; F:transferase activity; F:catalytic activity, acting on a protein",EC:2.7.3; EC:2.7.13.3,Transferring phosphorus-containing groups; Histidine kinase,IPR004358 (PRINTS); IPR036890 (G3DSA:3.30.565.GENE3D); IPR013515 (PFAM); G3DSA:3.40.50.2300 (GENE3D); IPR003661 (PFAM); G3DSA:3.30.450.20 (GENE3D); IPR001789 (PFAM); IPR003018 (PFAM); IPR043150 (G3DSA:3.30.450.GENE3D); G3DSA:3.30.450.20 (GENE3D); G3DSA:1.10.287.130 (GENE3D); IPR003594 (PFAM); IPR029016 (G3DSA:3.30.450.GENE3D); PTHR43719 (PANTHER); IPR001789 (PROSITE_PROFILES); IPR005467 (PROSITE_PROFILES); IPR016132 (PROSITE_PROFILES); IPR003661 (CDD); IPR035965 (SUPERFAMILY); IPR011006 (SUPERFAMILY); SSF55781 (SUPERFAMILY); IPR036890 (SUPERFAMILY); IPR036890 (SUPERFAMILY); IPR036097 (SUPERFAMILY); SSF55781 (SUPERFAMILY),P:GO:0000160; P:GO:0006355; P:GO:0007165; P:GO:0009584; P:GO:0016310; P:GO:0018298; F:GO:0000155; F:GO:0005515; F:GO:0016772,"P:phosphorelay signal transduction system; P:regulation of transcription, DNA-templated; P:signal transduction; P:detection of visible light; P:phosphorylation; P:protein-chromophore linkage; F:phosphorelay sensor kinase activity; F:protein binding; F:transferase activity, transferring phosphorus-containing groups"
TRUE,"[INTERPRO, BLASTED, MAPPED, GO-SLIM]",jgi|Aurli1|59396|gw1.1.1075.1,endothelial differentiation-related factor 1 homolog,116,20,1.32795E-58,62.2,1,F:GO:0003677,F:DNA binding,,,IPR013729 (PFAM); IPR010982 (G3DSA:1.10.260.GENE3D); IPR001387 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR10245 (PANTHER); PTHR10245:SF15 (PANTHER); IPR001387 (PROSITE_PROFILES); IPR001387 (CDD); IPR010982 (SUPERFAMILY),F:GO:0003677,F:DNA binding
